Coordinates,Y,X,Type
"40.76380832622, -73.983954505056",40.76380833,-73.98395451,A
"40.770818698579, -73.992521899749",40.7708187,-73.9925219,A
"40.76380832622, -73.983954505056",40.76380833,-73.98395451,A
"40.767750419102, -73.991372908462",40.76775042,-73.99137291,A
"40.770818698579, -73.992521899749",40.7708187,-73.9925219,A
"40.763402264921, -73.990751390341",40.76340226,-73.99075139,A
"40.769230830841, -73.984781966538",40.76923083,-73.98478197,A
"40.769495447525, -73.987435760902",40.76949545,-73.98743576,A
"40.760770062775, -73.979886364661",40.76077006,-73.97988636,A
"40.76418576332, -73.976940863755",40.76418576,-73.97694086,A
"40.765357343836, -73.975518873881",40.76535734,-73.97551887,A
"40.765124578385, -73.979155362574",40.76512458,-73.97915536,A
"40.76770557592, -73.981225692658",40.76770558,-73.98122569,A
"40.765124578385, -73.979155362574",40.76512458,-73.97915536,A
"40.765768476187, -73.982631086364",40.76576848,-73.98263109,A
"40.764264469391, -73.990707636807",40.76426447,-73.99070764,A
"40.762464329955, -73.986473853694",40.76246433,-73.98647385,A
"40.765119507334, -73.989017258393",40.76511951,-73.98901726,A
"40.77073031141, -73.992450905029",40.77073031,-73.99245091,A
"40.764890849015, -73.98263318184",40.76489085,-73.98263318,A
"40.765339490383, -73.981611427842",40.76533949,-73.98161143,A
"40.765768476187, -73.982631086364",40.76576848,-73.98263109,A
"40.763402264921, -73.990751390341",40.76340226,-73.99075139,A
"40.764621370828, -73.983968586653",40.76462137,-73.98396859,A
"40.765433870612, -73.985753177659",40.76543387,-73.98575318,A
"40.772303032032, -73.991921044767",40.77230303,-73.99192104,A
"40.761952405219, -73.98539032507",40.76195241,-73.98539033,A
"40.772303032032, -73.991921044767",40.77230303,-73.99192104,A
"40.769392894939, -73.987194948824",40.76939289,-73.98719495,A
"40.765175315888, -73.985209962131",40.76517532,-73.98520996,A
"40.766580724514, -73.978419096199",40.76658072,-73.9784191,A
"40.763019002398, -73.987898441957",40.763019,-73.98789844,A
"40.762464329955, -73.986473853694",40.76246433,-73.98647385,A
"40.76642352192, -73.986265647219",40.76642352,-73.98626565,A
"40.766873001478, -73.983142466276",40.766873,-73.98314247,A
"40.770842922279, -73.988559355023",40.77084292,-73.98855936,A
"40.761341448296, -73.985874296159",40.76134145,-73.9858743,A
"40.76568771655, -73.978409876106",40.76568772,-73.97840988,A
"40.762464329955, -73.986473853694",40.76246433,-73.98647385,A
"40.763974204084, -73.978536191386",40.7639742,-73.97853619,A
"40.765216318315, -73.9793712804",40.76521632,-73.97937128,A
"40.761742438544, -73.984879196614",40.76174244,-73.9848792,A
"40.766823799706, -73.989173497068",40.7668238,-73.9891735,A
"40.76098674018849, -73.97736874786422",40.76098674,-73.97736875,A
"40.765900281615, -73.954405195058",40.76590028,-73.9544052,A
"40.766526158325, -73.952900391981",40.76652616,-73.95290039,A
"40.772741423348, -73.964758270404",40.77274142,-73.96475827,A
"40.770163694755, -73.963788400387",40.77016369,-73.9637884,A
"40.766052413157, -73.951790460363",40.76605241,-73.95179046,A
"40.768869864181, -73.960737219993",40.76886986,-73.96073722,A
"40.769441677616, -73.953898173735",40.76944168,-73.95389817,A
"40.767507553458, -73.956182745265",40.76750755,-73.95618275,A
"40.767414430514, -73.957282031866",40.76741443,-73.95728203,A
"40.769922212125, -73.955046159194",40.76992221,-73.95504616,A
"40.774176153715, -73.964994137159",40.77417615,-73.96499414,A
"40.769440839425, -73.959812779892",40.76944084,-73.95981278,A
"40.767663037762, -73.96159535924",40.76766304,-73.96159536,A
"40.765900281615, -73.954405195058",40.76590028,-73.9544052,A
"40.770036122189, -73.959097384456",40.77003612,-73.95909738,A
"40.771999331551, -73.963324797323",40.77199933,-73.9633248,A
"40.770124551267, -73.961577924882",40.77012455,-73.96157792,A
"40.767648620888, -73.961701138859",40.76764862,-73.96170114,A
"40.769922212125, -73.955046159194",40.76992221,-73.95504616,A
"40.768677415684, -73.955876135247",40.76867742,-73.95587614,A
"40.769854402528, -73.96293118315",40.7698544,-73.96293118,A
"40.77309363092, -73.960582154785",40.77309363,-73.96058215,A
"40.770152840191, -73.959374238718",40.77015284,-73.95937424,A
"40.769922212125, -73.955046159194",40.76992221,-73.95504616,A
"40.769964247369, -73.957124703544",40.76996425,-73.9571247,A
"40.771368132332, -73.964521984553",40.77136813,-73.96452198,A
"40.771194794574, -73.956096746938",40.77119479,-73.95609675,A
"40.767663037762, -73.96159535924",40.76766304,-73.96159536,A
"40.767846643351, -73.958309904653",40.76784664,-73.9583099,A
"40.769586307355, -73.96028996164",40.76958631,-73.96028996,A
"40.768583664097, -73.94989229457",40.76858366,-73.94989229,A
"40.760360514168, -73.961768613179",40.76036051,-73.96176861,A
"40.759860533643, -73.966675966031",40.75986053,-73.96667597,A
"40.758045558239, -73.964467502183",40.75804556,-73.9644675,A
"40.756103387455, -73.965559496528",40.75610339,-73.9655595,A
"40.756853148694, -73.96539487595",40.75685315,-73.96539488,A
"40.759266005251, -73.962279741635",40.75926601,-73.96227974,A
"40.759476349111, -73.969798476421",40.75947635,-73.96979848,A
"40.762767210027, -73.970081952387",40.76276721,-73.97008195,A
"40.763333533315, -73.969320205026",40.76333353,-73.96932021,A
"40.757499351519, -73.967070586033",40.75749935,-73.96707059,A
"40.755233094448, -73.969309895285",40.75523309,-73.9693099,A
"40.763289151137, -73.971600753242",40.76328915,-73.97160075,A
"40.758784255366, -73.965693858436",40.75878426,-73.96569386,A
"40.758783333357, -73.972979827771",40.75878333,-73.97297983,A
"40.757381711508, -73.964702111652",40.75738171,-73.96470211,A
"40.759469769317, -73.97441179211",40.75946977,-73.97441179,A
"40.758391227926, -73.959982010517",40.75839123,-73.95998201,A
"40.758783333357, -73.972979827771",40.75878333,-73.97297983,A
"40.757419262434, -73.964933116904",40.75741926,-73.96493312,A
"40.760577060636, -73.973635627876",40.76057706,-73.97363563,A
"40.757971504125, -73.960328769852",40.7579715,-73.96032877,A
"40.758317634816, -73.960933607985",40.75831763,-73.96093361,A
"40.757381711508, -73.964702111652",40.75738171,-73.96470211,A
"40.755458441915, -73.965041411093",40.75545844,-73.96504141,A
"40.756826955246, -73.96102321053",40.75682696,-73.96102321,A
"40.754583874137, -73.963848163357",40.75458387,-73.96384816,A
"40.756968986595, -73.965807433224",40.75696899,-73.96580743,A
"40.754027944409, -73.964504131099",40.75402794,-73.96450413,A
"40.760587957111, -73.971305291155",40.76058796,-73.97130529,A
"40.781085440321, -73.979422912923",40.78108544,-73.97942291,A
"40.774842179741, -73.978783122254",40.77484218,-73.97878312,A
"40.769648668715, -73.980831575571",40.76964867,-73.98083158,A
"40.773924948077, -73.988846351387",40.77392495,-73.98884635,A
"40.774456779833, -73.981601788654",40.77445678,-73.98160179,A
"40.779390745228, -73.983544965267",40.77939075,-73.98354497,A
"40.769010805883, -73.981268272726",40.76901081,-73.98126827,A
"40.780112217544, -73.98103944677",40.78011222,-73.98103945,A
"40.778122521368, -73.985748148517",40.77812252,-73.98574815,A
"40.769010805883, -73.981268272726",40.76901081,-73.98126827,A
"40.774742267455, -73.988211506041",40.77474227,-73.98821151,A
"40.77703677154, -73.986468405456",40.77703677,-73.98646841,A
"40.774742267455, -73.988211506041",40.77474227,-73.98821151,A
"40.775922774699, -73.983159816816",40.77592277,-73.98315982,A
"40.777570153949, -73.979095683423",40.77757015,-73.97909568,A
"40.782629847891, -73.98321748431",40.78262985,-73.98321748,A
"40.770392059707, -73.9855833603",40.77039206,-73.98558336,A
"40.778402560753, -73.985471964807",40.77840256,-73.98547196,A
"40.778269120854, -73.976811279532",40.77826912,-73.97681128,A
"40.771152926968, -73.981674711211",40.77115293,-73.98167471,A
"40.78194433394, -73.984973241568",40.78194433,-73.98497324,A
"40.767739020511, -73.978831999955",40.76773902,-73.978832,A
"40.778455157195, -73.98350313957",40.77845516,-73.98350314,A
"40.77016759234, -73.980445756568",40.77016759,-73.98044576,A
"40.77672689258, -73.977072291997",40.77672689,-73.97707229,A
"40.775922774699, -73.983159816816",40.77592277,-73.98315982,A
"40.783168133713, -73.976180792775",40.78316813,-73.97618079,A
"40.785934622766, -73.970784774968",40.78593462,-73.97078477,A
"40.791037860695, -73.975105478417",40.79103786,-73.97510548,A
"40.784848034747, -73.973338405589",40.78484803,-73.97333841,A
"40.787195889646, -73.973924971173",40.78719589,-73.97392497,A
"40.790572245973, -73.979864639221",40.79057225,-73.97986464,A
"40.782017759412, -73.975711741473",40.78201776,-73.97571174,A
"40.787195889646, -73.973924971173",40.78719589,-73.97392497,A
"40.783194704346, -73.97624357323",40.7831947,-73.97624357,A
"40.783194704346, -73.97624357323",40.7831947,-73.97624357,A
"40.786215458431, -73.97764418925",40.78621546,-73.97764419,A
"40.782870157055, -73.982413911252",40.78287016,-73.98241391,A
"40.791100557331, -73.973180993448",40.79110056,-73.97318099,A
"40.783532914139, -73.970671367818",40.78353291,-73.97067137,A
"40.785609111556, -73.972127974952",40.78560911,-73.97212797,A
"40.785911860162, -73.975042989826",40.78591186,-73.97504299,A
"40.78466950021, -73.98200638312",40.7846695,-73.98200638,A
"40.786153893353, -73.975522813376",40.78615389,-73.97552281,A
"40.786127406538, -73.979837817131",40.78612741,-73.97983782,A
"40.79174902327, -73.976786050003",40.79174902,-73.97678605,A
"40.786124263325, -73.977290975851",40.78612426,-73.97729098,A
"40.786830061482, -73.970796006718",40.78683006,-73.97079601,A
"40.786664937989, -73.972659471432",40.78666494,-73.97265947,A
"40.782188163503, -73.980076114638",40.78218816,-73.98007611,A
"40.784326345094, -73.976972882625",40.78432635,-73.97697288,A
"40.785517497354, -73.982045526608",40.7855175,-73.98204553,A
"40.787994433561, -73.975679890241",40.78799443,-73.97567989,A
"40.787992547633, -73.97794719505",40.78799255,-73.9779472,A
"40.795066119542, -73.969668137827",40.79506612,-73.96966814,A
"40.796651137432, -73.973927234287",40.79665114,-73.97392723,A
"40.803280259213, -73.964417441822",40.80328026,-73.96441744,A
"40.799023635126, -73.96227412576",40.79902364,-73.96227413,A
"40.80490299538, -73.964538915998",40.804903,-73.96453892,A
"40.792013137039, -73.967507869921",40.79201314,-73.96750787,A
"40.795184513924, -73.962171615084",40.79518451,-73.96217162,A
"40.805849773253, -73.962871084904",40.80584977,-73.96287108,A
"40.800175979175, -73.960978870262",40.80017598,-73.96097887,A
"40.79683491066, -73.972860301832",40.79683491,-73.9728603,A
"40.798761700652, -73.972921825001",40.7987617,-73.97292183,A
"40.798761700652, -73.972921825001",40.7987617,-73.97292183,A
"40.79080631062, -73.965364701098",40.79080631,-73.9653647,A
"40.790231814976, -73.967343668438",40.79023181,-73.96734367,A
"40.793822789934, -73.974234598677",40.79382279,-73.9742346,A
"40.79453822728, -73.975511833083",40.79453823,-73.97551183,A
"40.798183936066, -73.96441578584",40.79818394,-73.96441579,A
"40.795472097022, -73.96974575425",40.7954721,-73.96974575,A
"40.801979974286, -73.957577493953",40.80197997,-73.95757749,A
"40.799774234556, -73.95603078136",40.79977423,-73.95603078,A
"40.804837574626, -73.95029479356",40.80483757,-73.95029479,A
"40.807797015089, -73.951606393769",40.80779702,-73.95160639,A
"40.81425057762, -73.947224837703",40.81425058,-73.94722484,A
"40.811650720803, -73.960738644917",40.81165072,-73.96073864,A
"40.811650720803, -73.960738644917",40.81165072,-73.96073864,A
"40.809303997461, -73.946965250162",40.809304,-73.94696525,A
"40.807077009607, -73.951841254696",40.80707701,-73.95184125,A
"40.809055893127, -73.958505119178",40.80905589,-73.95850512,A
"40.806816541966, -73.958883645925",40.80681654,-73.95888365,A
"40.815955624364, -73.95730248371",40.81595562,-73.95730248,A
"40.810076557477, -73.964820296487",40.81007656,-73.9648203,A
"40.778683716812, -73.9556391376",40.77868372,-73.95563914,A
"40.773511259245, -73.948856794251",40.77351126,-73.94885679,A
"40.77631135973, -73.954018454046",40.77631136,-73.95401845,A
"40.778863146333, -73.956056094708",40.77886315,-73.95605609,A
"40.774321202549, -73.953237679765",40.7743212,-73.95323768,A
"40.77835088632, -73.954930991845",40.77835089,-73.95493099,A
"40.778474603211, -73.960583914984",40.7784746,-73.96058391,A
"40.775669347856, -73.952512645141",40.77566935,-73.95251265,A
"40.7798156239, -73.958372266012",40.77981562,-73.95837227,A
"40.780597529738, -73.958264390919",40.78059753,-73.95826439,A
"40.77616153321, -73.953803877325",40.77616153,-73.95380388,A
"40.771832615497, -73.947074885455",40.77183262,-73.94707489,A
"40.781490328154, -73.960402614418",40.78149033,-73.96040261,A
"40.776209435787, -73.947703276737",40.77620944,-73.94770328,A
"40.774814645189, -73.946541712594",40.77481465,-73.94654171,A
"40.772392107533, -73.949662127509",40.77239211,-73.94966213,A
"40.774123683001, -73.946977739198",40.77412368,-73.94697774,A
"40.779206594815, -73.957090170103",40.77920659,-73.95709017,A
"40.77293693124, -73.950091783865",40.77293693,-73.95009178,A
"40.779257053872, -73.954936523901",40.77925705,-73.95493652,A
"40.77420687339, -73.949025102867",40.77420687,-73.9490251,A
"40.776455444645, -73.948288249759",40.77645544,-73.94828825,A
"40.777624259134, -73.953204319791",40.77762426,-73.95320432,A
"40.775069580774, -73.951093505114",40.77506958,-73.95109351,A
"40.780238407096, -73.959525448251",40.78023841,-73.95952545,A
"40.77421902715, -73.949197267159",40.77421903,-73.94919727,A
"40.795688769219, -73.942647899474",40.79568877,-73.9426479,A
"40.796359405292, -73.944107607912",40.79635941,-73.94410761,A
"40.787470732251, -73.952711212427",40.78747073,-73.95271121,A
"40.791222891207, -73.945893791479",40.79122289,-73.94589379,A
"40.788830570313, -73.955026545541",40.78883057,-73.95502655,A
"40.789335118974, -73.954670566113",40.78933512,-73.95467057,A
"40.792866750058, -73.940764234374",40.79286675,-73.94076423,A
"40.786853656539, -73.943313422586",40.78685366,-73.94331342,A
"40.819877307312, -73.94284562857",40.81987731,-73.94284563,A
"40.816417539625, -73.940220365559",40.81641754,-73.94022037,A
"40.822407217148, -73.944413295921",40.82240722,-73.9444133,A
"40.819827099713, -73.954359681324",40.8198271,-73.95435968,A
"40.830002562529, -73.948009970574",40.83000256,-73.94800997,A
"40.826796442655, -73.951237338572",40.82679644,-73.95123734,A
"40.825549969834, -73.947408401383",40.82554997,-73.9474084,A
"40.824021613609, -73.95488380173",40.82402161,-73.9548838,A
"40.828657392798, -73.948659903346",40.82865739,-73.9486599,A
"40.853777286063, -73.934952641807",40.85377729,-73.93495264,A
"40.847555692702, -73.939605939174",40.84755569,-73.93960594,A
"40.848614201345, -73.940262745107",40.8486142,-73.94026275,A
"40.854685968186, -73.935301580436",40.85468597,-73.93530158,A
"40.863801371708, -73.92336005062",40.86380137,-73.92336005,A
"40.796397752499, -73.934308157272",40.79639775,-73.93430816,A
"40.796312969549, -73.934106153405",40.79631297,-73.93410615,A
"40.756802480089, -73.984808704809",40.75680248,-73.9848087,A
"40.759156830962, -73.994433057492",40.75915683,-73.99443306,A
"40.759135750476, -73.99586762022",40.75913575,-73.99586762,A
"40.758801354449, -73.983716878101",40.75880135,-73.98371688,A
"40.761296373476, -73.999591014064",40.76129637,-73.99959101,A
"40.761322169919, -73.997466971165",40.76132217,-73.99746697,A
"40.762501629424, -73.996371204963",40.76250163,-73.9963712,A
"40.759156830962, -73.994433057492",40.75915683,-73.99443306,A
"40.76127971558, -73.989606087091",40.76127972,-73.98960609,A
"40.7611705832, -73.998843363486",40.76117058,-73.99884336,A
"40.759490891713, -73.992979048748",40.75949089,-73.99297905,A
"40.756689994948, -73.986061799333",40.75668999,-73.9860618,A
"40.759089859556, -73.994274555703",40.75908986,-73.99427456,A
"40.755184898505, -73.98100650589",40.7551849,-73.98100651,A
"40.759135750476, -73.99586762022",40.75913575,-73.99586762,A
"40.762374350225, -73.992049328048",40.76237435,-73.99204933,A
"40.759470900874, -73.991130084727",40.7594709,-73.99113008,A
"40.760685941559, -73.986109827639",40.76068594,-73.98610983,A
"40.760774747823, -73.996176912448",40.76077475,-73.99617691,A
"40.7611705832, -73.998843363486",40.76117058,-73.99884336,A
"40.762501629424, -73.996371204963",40.76250163,-73.9963712,A
"40.7611705832, -73.998843363486",40.76117058,-73.99884336,A
"40.761790299211, -74.000714455732",40.7617903,-74.00071446,A
"40.761092421953, -73.99901267793",40.76109242,-73.99901268,A
"40.763850110007, -73.995556735432",40.76385011,-73.99555674,A
"40.760774747823, -73.996176912448",40.76077475,-73.99617691,A
"40.755184898505, -73.98100650589",40.7551849,-73.98100651,A
"40.713414647949, -73.997573672793",40.71341465,-73.99757367,A
"40.711235856037, -74.005408824424",40.71123586,-74.00540882,A
"40.706705395461, -74.005279743115",40.7067054,-74.00527974,A
"40.710194823663, -74.005838816057",40.71019482,-74.00583882,A
"40.707446649069, -74.00709031802",40.70744665,-74.00709032,A
"40.707506956862, -74.005623065869",40.70750696,-74.00562307,A
"40.707446649069, -74.00709031802",40.70744665,-74.00709032,A
"40.707359351547, -74.004249271939",40.70735935,-74.00424927,A
"40.707446649069, -74.00709031802",40.70744665,-74.00709032,A
"40.706705395461, -74.005279743115",40.7067054,-74.00527974,A
"40.711411708366, -74.007922976281",40.71141171,-74.00792298,A
"40.708291796366, -74.000678413548",40.7082918,-74.00067841,A
"40.709795384067, -74.007192996334",40.70979538,-74.007193,A
"40.708783436897, -74.005851724188",40.70878344,-74.00585172,A
"40.707446649069, -74.00709031802",40.70744665,-74.00709032,A
"40.70794795526, -74.001181318666",40.70794796,-74.00118132,A
"40.708131743925, -74.005597668703",40.70813174,-74.00559767,A
"40.709795384067, -74.007192996334",40.70979538,-74.007193,A
"40.711411708366, -74.007922976281",40.71141171,-74.00792298,A
"40.711522768583, -74.007488458421",40.71152277,-74.00748846,A
"40.707368697369, -74.002510697582",40.7073687,-74.0025107,A
"40.711235856037, -74.005408824424",40.71123586,-74.00540882,A
"40.707506956862, -74.005623065869",40.70750696,-74.00562307,A
"40.70833471171, -74.006620428528",40.70833471,-74.00662043,A
"40.711235856037, -74.005408824424",40.71123586,-74.00540882,A
"40.82610610911, -73.938865649485",40.82610611,-73.93886565,A
"40.825598784546, -73.938626895003",40.82559878,-73.9386269,A
"40.82471756303, -73.938552082488",40.82471756,-73.93855208,A
"40.863483613759, -73.927113550681",40.86348361,-73.92711355,A
"40.765159489012, -73.961966342275",40.76515949,-73.96196634,A
"40.768123497613, -73.968668763511",40.7681235,-73.96866876,A
"40.762355449033, -73.962751223688",40.76235545,-73.96275122,A
"40.763034928014, -73.960457851161",40.76303493,-73.96045785,A
"40.769004896641, -73.967421536319",40.7690049,-73.96742154,A
"40.76564614231, -73.971966707135",40.76564614,-73.97196671,A
"40.765036484583, -73.967160942949",40.76503648,-73.96716094,A
"40.763336466981, -73.95635457428",40.76333647,-73.95635457,A
"40.765716801754, -73.95893083604",40.7657168,-73.95893084,A
"40.761496555415, -73.958623974565",40.76149656,-73.95862397,A
"40.765159489012, -73.961966342275",40.76515949,-73.96196634,A
"40.764463078587, -73.969694540822",40.76446308,-73.96969454,A
"40.763693955151, -73.959958289731",40.76369396,-73.95995829,A
"40.766316401198, -73.962422736903",40.7663164,-73.96242274,A
"40.766539024546, -73.967313325949",40.76653902,-73.96731333,A
"40.763659882715, -73.961791747232",40.76365988,-73.96179175,A
"40.766372266582, -73.960599170048",40.76637227,-73.96059917,A
"40.763304741477, -73.963054397126",40.76330474,-73.9630544,A
"40.76283967158, -73.96180750521",40.76283967,-73.96180751,A
"40.764300302027, -73.9595714649",40.7643003,-73.95957146,A
"40.765024959466, -73.970900277594",40.76502496,-73.97090028,A
"40.76500555536, -73.959318247605",40.76500556,-73.95931825,A
"40.764715918696, -73.958623220194",40.76471592,-73.95862322,A
"40.761496555415, -73.958623974565",40.76149656,-73.95862397,A
"40.76356851997, -73.963680692931",40.76356852,-73.96368069,A
"40.763754388673, -73.958300265464",40.76375439,-73.95830027,A
"40.765730380437, -73.96879784482",40.76573038,-73.96879784,A
"40.762679535319, -73.965458829871",40.76267954,-73.96545883,A
"40.765639101512, -73.970388897681",40.7656391,-73.9703889,A
"40.77646629921, -73.989333591419",40.7764663,-73.98933359,A
"40.771293365756, -73.950127993687",40.77129337,-73.95012799,A
"40.771242655241, -73.952280885518",40.77124266,-73.95228089,A
"40.773121500748, -73.954470741541",40.7731215,-73.95447074,A
"40.770494360836, -73.95233092548",40.77049436,-73.95233093,A
"40.774676846701, -73.961028742586",40.77467685,-73.96102874,A
"40.773209217365, -73.954820434542",40.77320922,-73.95482043,A
"40.771502955245, -73.950768790185",40.77150296,-73.95076879,A
"40.771502955245, -73.950768790185",40.77150296,-73.95076879,A
"40.77242098319, -73.952949174658",40.77242098,-73.95294917,A
"40.774596715707, -73.958099351245",40.77459672,-73.95809935,A
"40.773547510977, -73.959659642521",40.77354751,-73.95965964,A
"40.775197069522, -73.959517653081",40.77519707,-73.95951765,A
"40.773121500748, -73.954470741541",40.7731215,-73.95447074,A
"40.772893806348, -73.951803117037",40.77289381,-73.95180312,A
"40.772049203875, -73.952066224977",40.7720492,-73.95206622,A
"40.775898467179, -73.963154057955",40.77589847,-73.96315406,A
"40.774770053464, -73.958367153051",40.77477005,-73.95836715,A
"40.774770053464, -73.958367153051",40.77477005,-73.95836715,A
"40.771585810358, -73.955064431743",40.77158581,-73.95506443,A
"40.773789203155, -73.959707503188",40.7737892,-73.9597075,A
"40.759578021597, -73.978049118993",40.75957802,-73.97804912,A
"40.782307354166, -73.954263540895",40.78230735,-73.95426354,A
"40.778644462479, -73.945183425185",40.77864446,-73.94518343,A
"40.777769056511, -73.947538907615",40.77776906,-73.94753891,A
"40.782934907257, -73.951993553877",40.78293491,-73.95199355,A
"40.780190839795, -73.950049958169",40.78019084,-73.95004996,A
"40.783817563571, -73.954712056534",40.78381756,-73.95471206,A
"40.781081668465, -73.955264507772",40.78108167,-73.95526451,A
"40.777195860062, -73.944210286226",40.77719586,-73.94421029,A
"40.780387521154, -73.953621738569",40.78038752,-73.95362174,A
"40.784656885445, -73.950235198229",40.78465689,-73.9502352,A
"40.778918173527, -73.950245591789",40.77891817,-73.95024559,A
"40.782025345034, -73.947862784354",40.78202535,-73.94786278,A
"40.784332924888, -73.957119758221",40.78433292,-73.95711976,A
"40.778958700029, -73.948259080736",40.7789587,-73.94825908,A
"40.782506633914, -73.955305998193",40.78250663,-73.955306,A
"40.782811483733, -73.955430553274",40.78281148,-73.95543055,A
"40.78560529779, -73.953073059187",40.7856053,-73.95307306,A
"40.782976565316, -73.954052065478",40.78297657,-73.95405207,A
"40.781799662291, -73.947307315631",40.78179966,-73.94730732,A
"40.782476375244, -73.948819494782",40.78247638,-73.94881949,A
"40.780920023462, -73.95488899851",40.78092002,-73.954889,A
"40.78035147897, -73.955610764192",40.78035148,-73.95561076,A
"40.779663366629, -73.948144835396",40.77966337,-73.94814484,A
"40.787812001439, -73.955760129707",40.787812,-73.95576013,A
"40.77693811654, -73.946422019017",40.77693812,-73.94642202,A
"40.780520541957, -73.952126323223",40.78052054,-73.95212632,A
"40.779673383003, -73.947280158264",40.77967338,-73.94728016,A
"40.777498740134, -73.946015831989",40.77749874,-73.94601583,A
"40.763882170787, -73.973269590164",40.76388217,-73.97326959,A
"40.754232001842, -73.97635094541",40.754232,-73.97635095,A
"40.755030755305, -73.975729008194",40.75503076,-73.97572901,A
"40.707974499421, -74.016727411196",40.7079745,-74.01672741,A
"40.70651852093, -74.017811023639",40.70651852,-74.01781102,A
"40.707974499421, -74.016727411196",40.7079745,-74.01672741,A
"40.711124963458, -74.01604579483",40.71112496,-74.01604579,A
"40.708871195423, -74.016389955774",40.7088712,-74.01638996,A
"40.708871195423, -74.016389955774",40.7088712,-74.01638996,A
"40.707151941353, -74.017382205472",40.70715194,-74.01738221,A
"40.711124963458, -74.01604579483",40.71112496,-74.01604579,A
"40.709291380229, -74.017883191825",40.70929138,-74.01788319,A
"40.709291380229, -74.017883191825",40.70929138,-74.01788319,A
"40.711389035318, -74.015938506469",40.71138904,-74.01593851,A
"40.707974499421, -74.016727411196",40.7079745,-74.01672741,A
"40.708871195423, -74.016389955774",40.7088712,-74.01638996,A
"40.707974499421, -74.016727411196",40.7079745,-74.01672741,A
"40.708871195423, -74.016389955774",40.7088712,-74.01638996,A
"40.711124963458, -74.01604579483",40.71112496,-74.01604579,A
"40.709221810433, -74.016142773449",40.70922181,-74.01614277,A
"40.717545794657, -74.015574061319",40.71754579,-74.01557406,A
"40.717996824867, -74.01471952629",40.71799682,-74.01471953,A
"40.717118652871, -74.014159028425",40.71711865,-74.01415903,A
"40.717996824867, -74.01471952629",40.71799682,-74.01471953,A
"40.716802697031, -74.01481474471",40.7168027,-74.01481474,A
"40.717545794657, -74.015574061319",40.71754579,-74.01557406,A
"40.717545794657, -74.015574061319",40.71754579,-74.01557406,A
"40.717545794657, -74.015574061319",40.71754579,-74.01557406,A
"40.63395726524, -74.134353759761",40.63395727,-74.13435376,A
"40.570046426994, -74.116673643755",40.57004643,-74.11667364,A
"40.574479364126, -74.121010524277",40.57447936,-74.12101052,A
"40.57248015449, -74.133962995435",40.57248015,-74.133963,A
"40.546967947791, -74.218808166243",40.54696795,-74.21880817,A
"40.534976669836, -74.205125018118",40.53497667,-74.20512502,A
"40.810034228866, -73.930493804594",40.81003423,-73.9304938,A
"40.891464740001, -73.907972026314",40.89146474,-73.90797203,A
"41.009334439096, -73.750353642803",41.00933444,-73.75035364,A
"40.987879811563, -73.738763389947",40.98787981,-73.73876339,A
"40.934885945606, -73.768844862361",40.93488595,-73.76884486,A
"41.256669204105, -74.360993820776",41.2566692,-74.36099382,A
"40.755919991413, -73.662113646819",40.75591999,-73.66211365,A
"40.750703472062, -73.938200964564",40.75070347,-73.93820096,A
"40.748831625445, -73.937584810861",40.74883163,-73.93758481,A
"40.744065717209, -73.953294509069",40.74406572,-73.95329451,A
"40.745306783703, -73.946810017315",40.74530678,-73.94681002,A
"40.747548733255, -73.956512908431",40.74754873,-73.95651291,A
"40.747548733255, -73.956512908431",40.74754873,-73.95651291,A
"40.747548733255, -73.956512908431",40.74754873,-73.95651291,A
"40.73858676047, -73.960110169817",40.73858676,-73.96011017,A
"40.746548353111, -73.956547777148",40.74654835,-73.95654778,A
"40.747548733255, -73.956512908431",40.74754873,-73.95651291,A
"40.760478573274, -73.919938390106",40.76047857,-73.91993839,A
"40.748702879412, -73.911589176353",40.74870288,-73.91158918,A
"40.774078294995, -73.913186934736",40.77407829,-73.91318693,A
"40.762136932817, -73.923066348733",40.76213693,-73.92306635,A
"40.747098358611, -73.95643891183",40.74709836,-73.95643891,A
"40.744765354667, -73.956905600595",40.74476535,-73.9569056,A
"40.686573908053, -73.992093165401",40.68657391,-73.99209317,A
"40.701496000728, -73.985394599841",40.701496,-73.9853946,A
"40.693454863827, -73.992112611417",40.69345486,-73.99211261,A
"40.691926549511, -73.984365972683",40.69192655,-73.98436597,A
"40.699854279263, -73.994599689727",40.69985428,-73.99459969,A
"40.690601957352, -73.995566626077",40.69060196,-73.99556663,A
"40.689729443141, -73.998042556456",40.68972944,-73.99804256,A
"40.702309296793, -73.989604997444",40.7023093,-73.989605,A
"40.70200314778, -73.989682278591",40.70200315,-73.98968228,A
"40.688555473782, -73.993802403097",40.68855547,-73.9938024,A
"40.703679318867, -73.989517155098",40.70367932,-73.98951716,A
"40.701496000728, -73.985394599841",40.701496,-73.9853946,A
"40.701496000728, -73.985394599841",40.701496,-73.9853946,A
"40.702349236562, -73.985316983417",40.70234924,-73.98531698,A
"40.699353784765, -73.995757380149",40.69935378,-73.99575738,A
"40.686171702429, -73.993281216358",40.6861717,-73.99328122,A
"40.702273128881, -73.986730926664",40.70227313,-73.98673093,A
"40.691100219586, -73.994882411321",40.69110022,-73.99488241,A
"40.687836055033, -73.991622186262",40.68783606,-73.99162219,A
"40.70200314778, -73.989682278591",40.70200315,-73.98968228,A
